"palabra","media_agrado","media_activacion","media_imaginabilidad","sd_agrado","sd_activacion","sd_imaginabilidad","tipo"
"carga",1.8,1.8,1.8,0.4472,0.8367,0.8367,"sustantivo"
"vehículo",2.2,2.4,2.6,0.4472,0.5477,0.8944,"sustantivo"
"invadir",1.2,3,2.6,0.4472,0,0.5477,"verbo"
"ocultar",1.8,2,2.6,0.4472,1,0.5477,"verbo"
"dejo",2,1.2,1.8,0.7071,0.4472,0.8367,"sustantivo"
"referencia",2.2,1.8,1.2,0.4472,0.8367,0.4472,"sustantivo"
"secretario",2,2.4,2.8,0.7071,0.5477,0.4472,"sustantivo"
"humanidad",2.8,2.2,2.6,0.4472,0.8367,0.5477,"sustantivo"
"comentar",2.4,2.8,2.6,0.5477,0.4472,0.5477,"verbo"
"actuación",2.4,3,2.8,0.8944,0,0.4472,"sustantivo"
"guardia",2.2,2.4,2.6,0.4472,0.8944,0.5477,"sustantivo"
"dibujar",3,3,3,0,0,0,"verbo"
"destinar",2.2,2.6,1.8,0.4472,0.5477,1.0954,"verbo"
"escenario",2.4,2,2.6,0.5477,0.7071,0.5477,"sustantivo"
"combate",1.4,3,2.4,0.5477,0,0.8944,"sustantivo"
"visita",2.4,2.6,2.4,0.5477,0.5477,0.8944,"sustantivo"
"hambre",1,2.6,2.6,0,0.5477,0.8944,"sustantivo"
"alimento",2.8,2.4,2.8,0.4472,0.8944,0.4472,"sustantivo"
"femenino",3,2.8,2.6,0,0.4472,0.8944,"adjetivo"
"quemar",2.2,2.8,2.8,0.4472,0.4472,0.4472,"verbo"
"doble",2.2,2,2.2,0.4472,0,0.8367,"adjetivo"
"ingresar",2.4,2.8,2.4,0.5477,0.4472,0.5477,"verbo"
"asesinar",1.6,3,2.8,0.8944,0,0.4472,"verbo"
"academia",2,1.6,2.6,0.7071,0.8944,0.8944,"sustantivo"
"regalo",2.8,2,2.6,0.4472,0.7071,0.8944,"sustantivo"
"probablemente",2.2,2.2,1.8,0.4472,0.4472,0.8367,"adverbio"
"conformar",2.2,2.4,1.6,0.4472,0.5477,0.8944,"verbo"
"muro",1.8,1.8,3,0.4472,0.8367,0,"sustantivo"
"tender",2,2.6,2.4,0,0.5477,0.8944,"verbo"
"coche",2.4,2.4,2.8,0.5477,0.5477,0.4472,"sustantivo"
"aéreo",2.4,2.6,2.8,0.5477,0.5477,0.4472,"adjetivo"
"eléctrico",2,2.8333,2.6667,0,0.4082,0.5164,"adjetivo"
"castilla",2,1.8,1.8,0.7071,0.4472,1.0954,"sustantivo"
"plaza",2.5,2.6667,3,0.8367,0.5164,0,"sustantivo"
"húmedo",1.8333,1.8333,2.8333,0.4082,0.7528,0.4082,"adjetivo"
"cuadro",2.2,1.2,3,0.4472,0.4472,0,"sustantivo"
"rosa",2.4,1.6,3,0.5477,0.5477,0,"sustantivo"
"cariño",2.8,3,2.8,0.4472,0,0.4472,"sustantivo"
"aplicar",2.2,2.8,1.6,0.8367,0.4472,0.8944,"verbo"
"mejorar",2.8,3,2,0.4472,0,0.7071,"verbo"
"breve",2.2,2.2,1.8,0.4472,0.4472,0.4472,"adjetivo"
"atrapar",1.6,2.8,2.2,0.5477,0.4472,0.4472,"verbo"
"escudo",1.8,2.2,3,0.4472,0.4472,0,"sustantivo"
"campeón",2.6,3,2.6,0.5477,0,0.8944,"sustantivo"
"otorgar",2.6,3,2.2,0.5477,0,0.8367,"verbo"
"lenguaje",2.4,2.4,2.2,0.5477,0.5477,0.8367,"sustantivo"
"monte",2.2,1.8,3,0.4472,0.4472,0,"sustantivo"
"extremo",2,2.4,2.2,0,0.8944,1.0954,"sustantivo"
"ejercer",1.8,3,2,0.4472,0,0.7071,"verbo"
"flotar",2.6,2.2,2.8,0.5477,1.0954,0.4472,"verbo"
"diario",2,2.4,3,0,0.8944,0,"sustantivo"
"probar",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"fase",2,1.4,1.6,0,0.5477,0.8944,"sustantivo"
"industria",1.8,2.6,2.8,0.4472,0.5477,0.4472,"sustantivo"
"afectar",1.6,3,2,0.5477,0,0.7071,"verbo"
"deslizar",2.2,3,2.8,0.4472,0,0.4472,"verbo"
"marido",2.2,2,2.8,0.4472,0,0.4472,"sustantivo"
"contrato",2,2.2,2.6,0,0.8367,0.5477,"sustantivo"
"arqueológico",2,1.6,3,0.7071,0.5477,0,"adjetivo"
"liberar",2.8,3,2.6,0.4472,0,0.8944,"verbo"
"caballero",2.6,2.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"alimentar",2.8,3,3,0.4472,0,0,"verbo"
"variar",2.4,2.6,2.4,0.5477,0.5477,0.8944,"verbo"
"orilla",2.3333,1.5,3,0.8165,0.8367,0,"sustantivo"
"inferior",1.6,1.6,2.6,0.5477,0.5477,0.5477,"adjetivo"
"hotel",2.8333,1.6667,3,0.4082,0.5164,0,"sustantivo"
"salón",2.3333,1.6667,3,0.8165,0.5164,0,"sustantivo"
"sala",2.2,1.6,3,0.4472,0.8944,0,"sustantivo"
"máquina",2,2.8,2.8,0.7071,0.4472,0.4472,"sustantivo"
"biblioteca",2.8,1.6,3,0.4472,0.8944,0,"sustantivo"
"materia",2,1.8,2,0.7071,0.8367,1,"sustantivo"
"infierno",1.2,2.2,2,0.4472,1.0954,1,"sustantivo"
"fijar",2.4,3,2.6,0.5477,0,0.8944,"verbo"
"repente",2,2.2,1.2,0,0.4472,0.4472,"sustantivo"
"extensión",2.4,1.6,2.4,0.5477,0.8944,0.8944,"sustantivo"
"regreso",2.6,2.8,2.6,0.5477,0.4472,0.5477,"sustantivo"
"solitario",1.8,1,2.8,0.4472,0,0.4472,"adjetivo"
"representación",2.4,2.4,1.8,0.5477,0.5477,0.8367,"sustantivo"
"comisión",1.8,2.6,2.6,0.4472,0.5477,0.5477,"sustantivo"
"publicación",2.6,2.6,2.6,0.5477,0.5477,0.8944,"sustantivo"
"aliento",2,2.6,2.6,1,0.5477,0.5477,"sustantivo"
"asumir",2.2,2.8,2.4,0.4472,0.4472,0.8944,"verbo"
"exterior",2,1.6,2.4,0,0.5477,0.5477,"adjetivo"
"techo",2.4,1.8,3,0.5477,0.4472,0,"sustantivo"
"tecnología",2.2,2,3,0.4472,0,0,"sustantivo"
"directamente",2.4,2.6,2.8,0.5477,0.5477,0.4472,"adverbio"
"conversación",3,3,3,0,0,0,"sustantivo"
"físico",2.4,1.8,2.6,0.5477,0.4472,0.5477,"adjetivo"
"voluntad",2.6667,2.6667,2.3333,0.5164,0.5164,0.8165,"sustantivo"
"absoluto",2.1667,2.5,2.1667,0.4082,0.5477,0.7528,"adjetivo"
"actriz",2.3333,2.5,3,0.5164,0.5477,0,"sustantivo"
"horizonte",3,1.3333,2.8333,0,0.5164,0.4082,"sustantivo"
"sur",2.8333,1.8333,2.8333,0.4082,0.4082,0.4082,"sustantivo"
"polvo",2,2.1667,3,0.6325,0.7528,0,"sustantivo"
"tormenta",2,2.8333,3,0.6325,0.4082,0,"sustantivo"
"susurrar",2.6667,2.5,3,0.5164,0.8367,0,"verbo"
"caracterizar",2,2.8333,2.3333,0,0.4082,0.8165,"verbo"
"periódico",2.2,2,2.8,0.4472,0.7071,0.4472,"sustantivo"
"típico",2.2,2,2.2,0.4472,0.7071,0.8367,"adjetivo"
"juventud",2.6,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"botánico",2.6,1.8,2.6,0.5477,0.4472,0.5477,"adjetivo"
"princesa",2,1.8,2.8,0.7071,0.4472,0.4472,"sustantivo"
"política",1.8,2.4,2.4,0.8367,0.8944,0.5477,"sustantivo"
"brillante",2.4,2,2.8,0.5477,0,0.4472,"adjetivo"
"rama",2.2,1.6,2.8,0.4472,0.5477,0.4472,"sustantivo"
"presión",1.6,2.4,2.4,0.5477,0.5477,0.8944,"sustantivo"
"transporte",1.8,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"prestar",2.4,2.2,2.6,0.5477,0.4472,0.5477,"verbo"
"llegada",2.6,2.6,2.6,0.5477,0.5477,0.5477,"sustantivo"
"añadir",2,2.6,2.8,0,0.5477,0.4472,"verbo"
"labor",2.2,3,2.8,0.8367,0,0.4472,"sustantivo"
"respecto",2,2,1.6,0,0,0.8944,"sustantivo"
"religión",1.6,2,2.8,0.5477,0.7071,0.4472,"sustantivo"
"precio",1.8,2.2,2.8,0.4472,0.8367,0.4472,"sustantivo"
"distinguir",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"rechazar",1.4,2.4,2.8,0.8944,0.8944,0.4472,"verbo"
"brisa",3,2.4,2.8,0,0.5477,0.4472,"sustantivo"
"verso",1.6,2.4,2.4,0.8944,0.8944,0.8944,"sustantivo"
"aroma",2.8,2.6,2.8,0.4472,0.5477,0.4472,"sustantivo"
"oponer",2,2.6,2.8,0,0.5477,0.4472,"verbo"
"montar",2.8,2.8,2.8,0.4472,0.4472,0.4472,"verbo"
"columna",2.2,2.2,2.8,0.4472,0.4472,0.4472,"sustantivo"
"mierda",1.6,2.2,2.8,0.5477,0.4472,0.4472,"sustantivo"
"falso",1.4,2.2,2.6,0.5477,0.4472,0.5477,"adjetivo"
"solución",2.4,2.6,2.6,0.5477,0.5477,0.5477,"sustantivo"
"escaso",1.6,2,2.4,0.5477,0,0.5477,"adjetivo"
"arrancar",2,2.6,2.8,0,0.5477,0.4472,"verbo"
"amante",2.6,2.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"susurro",2.8,2.4,2.8,0.4472,0.5477,0.4472,"sustantivo"
"código",2.4,2.4,2.8,0.5477,0.5477,0.4472,"sustantivo"
"búsqueda",2.2,3,2.8,0.8367,0,0.4472,"sustantivo"
"constitución",2.4,2.2,2.4,0.5477,0.4472,0.8944,"sustantivo"
"patio",2.4,2,2.8,0.5477,0,0.4472,"sustantivo"
"voto",2.4,2.8,3,0.5477,0.4472,0,"sustantivo"
"regional",2.2,2,2.8,0.4472,0,0.4472,"adjetivo"
"pérdida",1.2,1.6,2.4,0.4472,0.8944,0.5477,"sustantivo"
"imponer",1.4,3,2.2,0.5477,0,0.4472,"verbo"
"mágico",2.6,2.2,1.8,0.5477,0.4472,0.8367,"adjetivo"
"documento",2,1.8,2.8,0,0.4472,0.4472,"sustantivo"
"fantasma",1.8,2,2.6,0.4472,0,0.5477,"sustantivo"
"gira",2.2,2.6,2.4,0.4472,0.5477,0.5477,"sustantivo"
"capilla",1.8,1.8,2.8,0.8367,0.4472,0.4472,"sustantivo"
"leyenda",2.6,2,2.2,0.5477,0.7071,0.8367,"sustantivo"
"interior",2.4,2,2.4,0.5477,0,0.8944,"adjetivo"
"mejilla",2.6,1.8,2.8,0.5477,0.8367,0.4472,"sustantivo"
"pedazo",2,2,2,0,0.7071,0.7071,"sustantivo"
"sección",2,2.2,1.6,0,0.4472,0.8944,"sustantivo"
"pájaro",3,2.6,2.8,0,0.5477,0.4472,"sustantivo"
"demonio",1.4,2.4,2.4,0.5477,0.5477,0.8944,"sustantivo"
"obispo",1.8,2.2,2.6,0.4472,0.4472,0.5477,"sustantivo"
"suspiro",3,2,2.6,0,1,0.5477,"sustantivo"
"humo",1.8,2,2.6,0.4472,0.7071,0.5477,"sustantivo"
"papa",2.2,1.8,2.8,0.4472,0.8367,0.4472,"sustantivo"
"roca",2.2,1.4,2.6,0.4472,0.5477,0.5477,"sustantivo"
"víctima",1.4,1.4,1.6,0.5477,0.5477,0.5477,"sustantivo"
"colgar",2,2.6,2.2,0,0.5477,0.8367,"verbo"
"individuo",2,1.8,1.6,0,0.4472,0.5477,"sustantivo"
"titular",2,2.2,1.8,0,0.4472,0.4472,"verbo"
"ajeno",2,2,1.6,0,0.7071,0.8944,"adjetivo"
"crecimiento",3,3,2,0,0,1,"sustantivo"
"variedad",2.8,2,2.4,0.4472,0.7071,0.5477,"sustantivo"
"príncipe",2.6,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"alumno",2.6,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"frecuencia",2,2.4,1.6,0,0.8944,0.8944,"sustantivo"
"terrible",1.6,2.4,2.6,0.5477,0.5477,0.5477,"adjetivo"
"merecer",2.4,2.2,2.2,0.5477,0.8367,0.8367,"verbo"
"caída",1.6,2.6,2.8,0.5477,0.8944,0.4472,"sustantivo"
"dólar",2,1.4,3,0.7071,0.5477,0,"sustantivo"
"deporte",2.8,3,2.8,0.4472,0,0.4472,"sustantivo"
"provenir",2,1.6,1.6,0,0.8944,0.8944,"verbo"
"llave",2.1667,1.5,3,0.4082,0.5477,0,"sustantivo"
"compositor",2.8333,2.5,2.3333,0.4082,0.8367,1.0328,"sustantivo"
"latir",2.8333,3,2.6667,0.4082,0,0.5164,"verbo"
"aplicación",2.1667,2.3333,2.1667,0.4082,0.5164,0.9832,"sustantivo"
"presente",2.3333,2,2.1667,0.5164,0.8944,0.9832,"adjetivo"
"exposición",2.3333,2.6667,2.8333,0.5164,0.5164,0.4082,"sustantivo"
"interno",2.1667,1.8333,1.6667,0.4082,0.4082,0.8165,"adjetivo"
"sexual",2.8571,3,3,0.378,0,0,"adjetivo"
"máximo",2.3333,2.3333,2.5,0.5164,0.5164,0.5477,"adjetivo"
"actitud",2.5,2.8333,2.8333,0.5477,0.4082,0.4082,"sustantivo"
"carcajada",3,3,3,0,0,0,"sustantivo"
"catedral",2.8,1.8,3,0.4472,0.4472,0,"sustantivo"
"encerrar",1.4,2.6,3,0.5477,0.8944,0,"verbo"
"arrastrar",1.2,3,3,0.4472,0,0,"verbo"
"católico",2,2,2.6,0,0.7071,0.8944,"adjetivo"
"devolver",2.4,2.8,2.8,0.5477,0.4472,0.4472,"verbo"
"relato",2.6,2.4,3,0.5477,0.8944,0,"sustantivo"
"composición",2.4,2.4,2.4,0.5477,0.5477,0.8944,"sustantivo"
"nacimiento",2.8,2.4,3,0.4472,0.8944,0,"sustantivo"
"asentamiento",1.6,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"símbolo",2.6,2,2.8,0.5477,0.7071,0.4472,"sustantivo"
"contenido",2.4,2.2,2,0.5477,0.8367,1,"sustantivo"
"vestido",2.8,1.8,3,0.4472,0.8367,0,"sustantivo"
"crisis",2,2.4,2.4,1,0.8944,0.8944,"sustantivo"
"magia",3,2.8,2.6,0,0.4472,0.8944,"sustantivo"
"video",2.2,2.2,2.6,0.4472,0.4472,0.5477,"sustantivo"
"científico",2.8,2.4,2.8,0.4472,0.8944,0.4472,"sustantivo"
"papá",3,3,3,0,0,0,"sustantivo"
"barco",2.8,2.6,3,0.4472,0.8944,0,"sustantivo"
"comandante",2,2.8,2.6,0.7071,0.4472,0.5477,"sustantivo"
"banda",2.6,2.2,2.2,0.5477,0.8367,0.8367,"sustantivo"
"continuo",1.8,1.4,2.2,0.4472,0.8944,0.8367,"adjetivo"
"comercio",2,2.2,2.6,0,0.8367,0.8944,"sustantivo"
"seriar",1.8,2.6,1.8,0.8367,0.5477,0.8367,"verbo"
"resolver",2.4,3,2.2,0.8944,0,1.0954,"verbo"
"cola",2.4,1.6,2.8,0.8944,0.5477,0.4472,"sustantivo"
"duque",2,1.4,2.4,0.7071,0.5477,0.8944,"sustantivo"
"inspirar",3,2.4,2.2,0,0.8944,0.8367,"verbo"
"diputado",1.4,2.2,3,0.5477,1.0954,0,"sustantivo"
"familiar",2.6,2.4,2.8,0.5477,0.5477,0.4472,"adjetivo"
"dominio",2.2,2.4,2.2,0.4472,0.5477,0.8367,"sustantivo"
"derecho",2.2,2,1.8,0.4472,0.7071,0.8367,"adjetivo"
"filosofía",2.6,2,2,0.5477,1,1,"sustantivo"
"reinar",2,3,2.8,0.7071,0,0.4472,"verbo"
"caber",2.2,2.6,2.6,0.4472,0.8944,0.8944,"verbo"
"eliminar",2,3,3,0.7071,0,0,"verbo"
"and",2,1.8,2,0,0.4472,0.7071,"sustantivo"
"regalar",3,3,2.8,0,0,0.4472,"verbo"
"esencia",3,1.2,3,0,0.4472,0,"sustantivo"
"toma",2.2,2.8,2.2,0.4472,0.4472,1.0954,"sustantivo"
"derivar",2.4,3,2.4,0.5477,0,0.8944,"verbo"
"pegar",1.6,3,2.8,0.8944,0,0.4472,"verbo"
"vaso",2.2,1.8,3,0.4472,0.4472,0,"sustantivo"
"normal",1.8,1.6,2,0.4472,0.5477,1,"adjetivo"
"ligero",2.8,2,2.4,0.4472,1,0.8944,"adjetivo"
"régimen",1.4,2,2.2,0.5477,1,0.8367,"sustantivo"
"gobernador",1.6,2.4,3,0.5477,0.5477,0,"sustantivo"
"amanecer",3,1.6,3,0,0.8944,0,"sustantivo"
"cantante",2.8,2.8,3,0.4472,0.4472,0,"adjetivo"
"activo",2.4,2.8,2,0.5477,0.4472,1,"adjetivo"
"divino",2.6,1.4,2.4,0.8944,0.5477,0.8944,"adjetivo"
"sobrevivir",2,2.8,2.6,0.7071,0.4472,0.5477,"verbo"
"reconocimiento",2.8,2.8,2.4,0.4472,0.4472,0.8944,"sustantivo"
"infinito",2.8,1.6,1.4,0.4472,0.8944,0.8944,"adjetivo"
"monumento",2.4,1.2,2.8,0.5477,0.4472,0.4472,"sustantivo"
"madera",2.6,1.6,3,0.5477,0.5477,0,"sustantivo"
"arquitectura",2.4,1.6,2.4,0.5477,0.5477,0.8944,"sustantivo"
"graduar",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"asistir",2.4,3,2.8,0.5477,0,0.4472,"verbo"
"ola",2.6,2.6,3,0.5477,0.8944,0,"sustantivo"
"candidato",2,2.2,2.4,0,0.8367,0.8944,"sustantivo"
"círculo",2.4,1.8,3,0.5477,0.4472,0,"sustantivo"
"pobreza",1.2,1.8,2.8,0.4472,0.8367,0.4472,"sustantivo"
"volumen",2.2,2,1.8,0.4472,1,1.0954,"sustantivo"
"prometer",2,2.6,2,0,0.5477,0.7071,"verbo"
"cerebro",2.2,2.6,2.6,0.4472,0.5477,0.8944,"sustantivo"
"interior",2.2,1.8,2.4,0.4472,0.4472,0.5477,"sustantivo"
"espada",2.4,3,3,0.5477,0,0,"sustantivo"
"opinión",2.4,2.8,2,0.5477,0.4472,1,"sustantivo"
"nota",2.6,2,2.4,0.5477,0.7071,0.5477,"sustantivo"
"odio",1,3,2.6,0,0,0.5477,"sustantivo"
"sierra",2,2,3,0.7071,0.7071,0,"sustantivo"
"botella",2,1.6,3,0,0.5477,0,"sustantivo"
"partida",2,2.2,2.2,0,0.8367,1.0954,"sustantivo"
"prohibir",1.2,2.2,2.4,0.4472,1.0954,0.8944,"verbo"
"citar",2,2.2,2.2,0,0.8367,1.0954,"verbo"
"acá",2.2,1.8,1.8,0.4472,0.8367,0.8367,"adverbio"
"proporcionar",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"núcleo",2.4,1.8,2.2,0.5477,0.8367,0.8367,"sustantivo"
"práctico",2,2.4,2,0,0.5477,1,"adjetivo"
"izquierda",2.4,2.4,2.8,0.8944,0.8944,0.4472,"sustantivo"
"identificar",2,2,2.2,0.7071,1,0.8367,"verbo"
"general",2.2,1.8,2.4,0.4472,0.8367,0.5477,"sustantivo"
"disparar",1.6,3,3,0.5477,0,0,"verbo"
"nariz",2,2.2,2.8,0.7071,0.4472,0.4472,"sustantivo"
"constitucional",2.6,2.6,1.8,0.5477,0.8944,0.8367,"adjetivo"
"transmitir",2.2,3,2.2,0.8367,0,0.8367,"verbo"
"infancia",3,2.4,3,0,0.8944,0,"sustantivo"
"océano",3,2.8,3,0,0.4472,0,"sustantivo"
"editar",2.2,2.6,2.4,0.4472,0.5477,0.8944,"verbo"
"encima",2.4,2.4,2.6,0.8944,0.8944,0.5477,"adverbio"
"instalación",2,2.4,2.2,0,0.5477,0.8367,"sustantivo"
"periodista",2,2.6,3,0.7071,0.5477,0,"sustantivo"
"perseguir",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"enterar",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"peligro",1,2.8,2.4,0,0.4472,0.8944,"sustantivo"
"vivienda",2.8,2,3,0.4472,1,0,"sustantivo"
"macho",2,3,3,1,0,0,"sustantivo"
"grabación",2.2,2.4,2.8,0.4472,0.5477,0.4472,"sustantivo"
"garganta",2.2,2,2.8,0.4472,0.7071,0.4472,"sustantivo"
"zapato",2.4,2,3,0.5477,0.7071,0,"sustantivo"
"aventura",2.8,3,2.4,0.4472,0,0.8944,"sustantivo"
"grave",1.6,2,1.8,0.8944,1,1.0954,"adjetivo"
"reacción",2.2,2.8,2,0.4472,0.4472,1,"sustantivo"
"aferrar",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"dibujo",2.8,1.8,3,0.4472,0.8367,0,"sustantivo"
"americano",2.2,1.8,2.4,0.8367,0.4472,0.8944,"adjetivo"
"inmediatamente",1.8,2.6,2,0.8367,0.5477,0.7071,"adverbio"
"amistad",3,2.5,2.6667,0,0.8367,0.5164,"sustantivo"
"desierto",2.3333,2,2.6667,0.5164,0.6325,0.8165,"sustantivo"
"revelar",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"marco",2.1667,1.5,3,0.4082,0.5477,0,"sustantivo"
"hundir",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"ferrocarril",2.6667,2.6667,3,0.5164,0.5164,0,"sustantivo"
"secundario",2.1667,2.1667,2.3333,0.4082,0.4082,0.8165,"adjetivo"
"tumba",1.5,1.3333,3,0.5477,0.5164,0,"sustantivo"
"temblar",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"salar",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"exponer",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"sabio",3,2.8,2.6,0,0.4472,0.8944,"sustantivo"
"atrever",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"acostumbrar",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"estrenar",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"pintor",2.6,2.2,3,0.5477,0.8367,0,"sustantivo"
"habia",2.4,1.4,1.6,0.5477,0.5477,0.8944,"sustantivo"
"capítulo",2.2,2.2,2.4,0.4472,0.4472,0.5477,"sustantivo"
"circunstancia",1.8,2.2,1.6,0.4472,0.8367,0.5477,"sustantivo"
"bolsillo",2.2,1.2,3,0.4472,0.4472,0,"sustantivo"
"operar",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"reflejo",2.4,1.6,3,0.5477,0.8944,0,"sustantivo"
"sucio",1.2,1.6,3,0.4472,0.5477,0,"adjetivo"
"militar",1.4,2,3,0.5477,0.7071,0,"sustantivo"
"asiento",2,1.2,3,0.7071,0.4472,0,"sustantivo"
"músico",2.8,2.2,3,0.4472,1.0954,0,"sustantivo"
"comunicar",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"ligar",2,2.6667,2,0.6325,0.5164,0.8944,"verbo"
"atraer",2.8,2.6,2.2,0.4472,0.5477,0.8367,"verbo"
"molestar",1,2.8,2.6,0,0.4472,0.8944,"verbo"
"registrar",2,2.6,2.2,0,0.5477,0.4472,"verbo"
"herido",1.2,1.2,3,0.4472,0.4472,0,"sustantivo"
"ancho",2,2,3,0,0.7071,0,"adjetivo"
"ministerio",1.8,1.6,2.2,0.4472,0.5477,0.8367,"sustantivo"
"comentario",2.4,2.6,2.6,0.5477,0.5477,0.5477,"sustantivo"
"habitual",1.8,2,2,0.4472,0,1,"adjetivo"
"consumir",1.8,2.6,2.6,0.8367,0.5477,0.5477,"verbo"
"propósito",2.8,2.2,1.4,0.4472,0.8367,0.8944,"sustantivo"
"básico",2,1.8,1.8,0,0.4472,0.8367,"adjetivo"
"bar",2.4,1.4,3,0.8944,0.5477,0,"sustantivo"
"inventar",3,3,2.8,0,0,0.4472,"verbo"
"torno",1.8,2.4,2.8,0.4472,0.5477,0.4472,"sustantivo"
"ayuntamiento",1.8333,2.1667,2.1667,0.4082,0.4082,0.7528,"sustantivo"
"mínimo",2,2,2,0,0.6325,0.6325,"adjetivo"
"agregar",2,3,2.5,0,0,0.8367,"verbo"
"tratamiento",1.6667,2.6667,2.6667,0.5164,0.8165,0.5164,"sustantivo"
"facultad",2.3333,2,2.6667,0.5164,0.8944,0.8165,"sustantivo"
"cristo",2.3333,2.1667,3,0.5164,0.4082,0,"sustantivo"
"nervioso",1,2.6,3,0,0.8944,0,"adjetivo"
"inaugurar",2.5,3,3,0.5477,0,0,"verbo"
"condenar",1.3333,3,2.5,0.5164,0,0.5477,"verbo"
"profundidad",2.3333,1.6667,2.5,0.5164,0.5164,0.5477,"sustantivo"
"profesional",2.3333,2.3333,2.3333,0.5164,0.8165,0.5164,"sustantivo"
"bonito",3,1.5,2.8333,0,0.5477,0.4082,"adjetivo"
"buque",2,1.8333,3,0,0.7528,0,"sustantivo"
"confirmar",2,2.8333,2.1667,0,0.4082,0.4082,"verbo"
"latino",2.4,1.8,3,0.5477,0.4472,0,"sustantivo"
"personalidad",2.2,2.2,1.6,0.4472,0.4472,0.5477,"sustantivo"
"huella",2,1.8,3,0,0.8367,0,"sustantivo"
"protección",2.4,3,2.8,0.5477,0,0.4472,"sustantivo"
"moneda",2,1.4,3,0,0.5477,0,"sustantivo"
"apreciar",2.8,3,2.2,0.4472,0,1.0954,"verbo"
"juicio",1.8,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"bolsa",2,1.6,3,0,0.5477,0,"sustantivo"
"expedición",2.8,3,3,0.4472,0,0,"sustantivo"
"estremecer",1.8,3,2.4,0.8367,0,0.8944,"verbo"
"trabajador",2.2,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"tropical",3,2,3,0,0.7071,0,"adjetivo"
"coger",2.4,2.8,3,0.8944,0.4472,0,"verbo"
"ciento",2,1.8,1.6,0,0.4472,0.8944,"sustantivo"
"pantalla",2,1.6,2.6,0,0.8944,0.8944,"sustantivo"
"entorno",2.2,1.4,1.8,0.4472,0.5477,1.0954,"sustantivo"
"interpretación",2.2,2.8,2,0.4472,0.4472,1,"sustantivo"
"verme",2.2,2.6,2.4,0.4472,0.8944,0.8944,"sustantivo"
"patrón",1.8,2,2.8,0.4472,0.7071,0.4472,"sustantivo"
"misterio",2,2.6,2.4,1,0.5477,0.5477,"sustantivo"
"clasificar",2.2,2.8,2.6,0.4472,0.4472,0.8944,"verbo"
"riesgo",1.2,2.6,2.8,0.4472,0.5477,0.4472,"sustantivo"
"angustia",1.2,2,2.8,0.4472,1,0.4472,"sustantivo"
"infantil",2.4,2.6,2.8,0.8944,0.5477,0.4472,"adjetivo"
"saludar",2.6,3,2.6,0.5477,0,0.8944,"verbo"
"tienda",2.2,2.4,2.6,0.4472,0.5477,0.5477,"sustantivo"
"célula",2,2.6,2.6,0,0.5477,0.5477,"sustantivo"
"gemir",2,2.2,2.6,1,1.0954,0.5477,"verbo"
"accidente",1.2,1.8,3,0.4472,0.8367,0,"sustantivo"
"parroquia",2.4,1.8,2.6,0.5477,0.8367,0.5477,"sustantivo"
"desempeñar",2.6,2.6,2.2,0.5477,0.5477,0.8367,"verbo"
"testigo",2,1.8,2.8,0,0.8367,0.4472,"sustantivo"
"tomo",2,1.6,2.2,0,0.5477,0.8367,"sustantivo"
"coronel",2.2,2.6,2.8,0.4472,0.5477,0.4472,"sustantivo"
"capital",1.8,2,1.8,0.4472,0.7071,1.0954,"adjetivo"
"tierno",3,2.4,3,0,0.8944,0,"adjetivo"
"adoptar",2.8,3,3,0.4472,0,0,"verbo"
"pasillo",2,1.8,2.8,0,0.8367,0.4472,"sustantivo"
"dominar",2.2,3,3,0.8367,0,0,"verbo"
"habilidad",2.8,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"protagonista",2.8,2.8,3,0.4472,0.4472,0,"sustantivo"
